M2,M4-Archive,FS1,Belmullet-AMETS,M1,M3,M6,M4,M5,date
3425.5021191028386,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6496.292222870482,2796.1755417344802,1658.0216442988356,2615.1966259884484,2008-11-27
3426.285452436172,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6500.405266348743,2799.196460236268,1662.3674776321689,2616.6216259884486,2008-11-28
3426.802119102839,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6504.580266348743,2802.2224587305277,1667.3716442988355,2617.8841259884484,2008-11-29
3427.810452436172,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6508.105266348743,2805.2535372172583,1671.5424776321688,2619.506853261176,2008-11-30
3429.256285769505,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6510.801099682076,2808.28969569646,1674.7174776321688,2620.944353261176,2008-12-01
3430.664981421679,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6513.359433015409,2811.3309341681334,1678.3924776321687,2622.3400054350886,2008-12-02
3431.5983147550123,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6517.33443301541,2814.3772526322778,1681.2633109655021,2624.0677832128663,2008-12-03
3433.087708694406,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6523.225737363236,2817.4286510888937,1685.688310965502,2627.3052832128665,2008-12-04
3435.1331632398606,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6530.342404029902,2820.485129537981,1691.0716442988355,2630.584449879533,2008-12-05
3436.0831632398604,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6533.334070696569,2823.5466879795395,1693.5591442988355,2632.0980862431697,2008-12-06
3436.853996573194,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6535.563237363236,2826.613326413569,1696.067477632169,2633.2241731996914,2008-12-07
3438.1623299065272,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6538.3090706965695,2829.68504484007,1699.6674776321688,2634.937809563328,2008-12-08
3439.824829906527,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6541.792404029903,2832.7618432590425,1703.754977632169,2636.7169762299945,2008-12-09
3441.087329906527,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6544.144577942947,2835.843721670486,1706.7008109655023,2637.9419762299945,2008-12-10
3441.574829906527,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6547.036244609613,2838.930680074401,1709.979977632169,2638.6169762299946,2008-12-11
3443.3956632398604,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6551.873744609613,2842.0227184707874,1714.5674776321691,2641.3124307754492,2008-12-12
3444.5706632398606,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6557.873744609613,2845.1198368596447,1719.5508109655025,2644.216597442116,2008-12-13
3445.4123299065272,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6563.648744609613,2848.2220352409736,1724.4591442988358,2646.595544810537,2008-12-14
3446.1623299065272,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6566.674831566134,2851.3293136147736,1727.9216442988359,2647.987211477204,2008-12-15
3447.579721210875,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6569.8498315661345,2854.441671981045,1732.3674776321693,2649.7306897380736,2008-12-16
3448.932102163256,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6575.883164899468,2857.559110339788,1739.2436681083598,2651.625927833312,2008-12-17
3450.4625369458645,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6581.608164899469,2860.6816286910016,1746.639501441693,2654.0134278333117,2008-12-18
3452.366703612531,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6587.587331566136,2863.809227034687,1754.2811681083597,2656.7134278333115,2008-12-19
3453.5958702791977,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6592.874831566136,2866.9419053708434,1759.777001441693,2659.396761166645,2008-12-20
3455.1004157337434,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6597.333164899469,2870.0796636994714,1765.202001441693,2661.892215712099,2008-12-21
3456.1629157337434,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6601.341498232802,2873.2225020205706,1770.2061681083596,2663.787867886012,2008-12-22
3457.2212490670768,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6604.8706648994685,2876.3704203341413,1774.489501441693,2665.474824407751,2008-12-23
3457.683749067077,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6608.320664899468,2879.523418640183,1778.477001441693,2667.099824407751,2008-12-24
3458.4019308852585,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6611.266119444923,2882.681496938696,1782.168305789519,2668.499824407751,2008-12-25
3459.5019308852584,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6614.466119444923,2885.8446552296805,1785.468305789519,2670.274824407751,2008-12-26
3461.0219308852584,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6617.561952778256,2889.012893513136,1787.4516391228524,2672.312324407751,2008-12-27
3462.988597551925,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6621.141119444923,2892.1862117890632,1789.0349724561856,2674.637324407751,2008-12-28
3464.271206247577,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6623.928619444923,2895.3646100574615,1790.593305789519,2676.6547157120986,2008-12-29
3464.983706247577,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6627.249452778256,2898.548088318331,1792.5599724561857,2678.5422157120984,2008-12-30
3465.8670395809104,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6630.849452778257,2901.736646571672,1794.6099724561857,2680.6204765816638,2008-12-31
3467.0378729142435,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6634.640361869166,2904.930284817484,1796.8016391228523,2683.082976581664,2009-01-01
3468.1712062475767,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6637.765361869166,2908.1290030557675,1798.9224724561857,2685.2871432483307,2009-01-02
3468.9587062475766,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6640.986195202499,2911.332801286522,1800.9933057895191,2687.2163099149975,2009-01-03
3469.5837062475766,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6643.340361869166,2914.541679509748,1803.0349724561859,2688.6996432483306,2009-01-04
3470.6378729142434,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6645.6361952025,2917.7556377254455,1805.109972456186,2690.0996432483307,2009-01-05
3471.26703958091,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6647.794528535834,2920.974675933614,1807.2308057895193,2691.5288099149975,2009-01-06
3472.09203958091,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6649.419528535834,2924.198794134254,1809.2224724561859,2692.374643248331,2009-01-07
3472.7337062475767,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6651.477861869167,2927.4279923273652,1812.3641391228525,2693.1913099149974,2009-01-08
3473.7250105954026,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6654.6611952025005,2930.662270512948,1817.043305789519,2694.657976581664,2009-01-09
3476.4666772620694,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6659.256433297739,2933.901628691002,1822.7974724561857,2697.6913099149974,2009-01-10
3480.0753729142434,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6665.648099964405,2937.146066861527,1829.4099724561856,2702.708701219345,2009-01-11
3482.0837062475766,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6671.823099964406,2940.3955850245234,1835.3224724561856,2707.0826142628234,2009-01-12
3483.161967117142,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6675.914766631072,2943.650183179991,1839.4016391228522,2709.917396871519,2009-01-13
3484.911967117142,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6680.456433297739,2946.9098613279302,1843.2808057895188,2712.8507302048524,2009-01-14
3487.7337062475767,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6687.108607210782,2950.1746194683406,1848.7933057895189,2717.6465635381855,2009-01-15
3489.6837062475765,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6692.429440544115,2953.444457601222,1853.3849724561856,2721.032927174549,2009-01-16
3492.357619291055,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6700.4252738774485,2956.719375726575,1860.3762768040117,2725.6037605078823,2009-01-17
3494.716710200146,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6709.625273877448,2959.999373844399,1868.3887768040117,2730.245427174549,2009-01-18
3496.7121647456,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6717.208607210781,2963.2844519546948,1875.184610137345,2734.012093841216,2009-01-19
3498.6348920183273,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6725.721107210781,2966.5746100574615,1882.4554434706783,2737.812093841216,2009-01-20
3500.4473920183273,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6732.275273877448,2969.8698481526994,1887.8804434706783,2740.8579271745493,2009-01-21
3502.2883011092363,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6738.483607210781,2973.170166240409,1894.7137768040116,2744.128760507883,2009-01-22
3503.763301109236,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6745.141940544115,2976.4755643205895,1902.334610137345,2747.110578689701,2009-01-23
3505.1341344425696,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6750.400273877448,2979.7860423932416,1907.5179434706783,2749.993912023034,2009-01-24
3507.861407169842,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6758.025273877448,2983.101600458365,1911.9387768040117,2755.3591294143384,2009-01-25
3508.9655738365086,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6763.866940544114,2986.4222385159596,1916.722110137345,2758.817462747672,2009-01-26
3510.0572405031753,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6767.571107210781,2989.7479565660256,1920.5304434706784,2760.7341294143384,2009-01-27
3510.6072405031755,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6772.546107210781,2993.0787546085626,1925.959610137345,2762.629962747672,2009-01-28
3512.5364071698423,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6777.191940544114,2996.414632643571,1930.5387768040116,2765.763296081005,2009-01-29
3515.5239071698425,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6781.541940544114,2999.755590671051,1934.4137768040116,2769.876339559266,2009-01-30
3517.628452624388,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6784.829440544115,3003.101628691002,1937.0304434706782,2773.080506225933,2009-01-31
3519.7272677187275,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6788.275273877448,3006.4527467034245,1939.3387768040116,2776.1346728925996,2009-02-01
3521.8203524528612,3379.417864724864,3244.5272927407013,0.0,6607.094950846407,6791.244839094839,3009.808944708318,1941.5179434706781,2778.7564120230345,2009-02-02
